amount,hour,distance_from_home_km,distance_from_last_transaction_km,is_foreign,is_new_device,failed_logins_24h,transactions_last_1h,avg_amount_30d,account_age_days,merchant_risk,velocity_ratio,is_fraud
2341.42,3,9.53,7.3,0,0,0,1,424.77,2543,0.145,6.599,0
271.21,21,1.82,35.82,0,0,0,1,630.15,2423,0.097,0.516,0
5785.53,14,29.4,2.84,0,0,0,1,2604.99,2500,0.196,2.664,0
389.24,22,30.66,12.73,0,0,0,0,644.15,1355,0.24,0.603,0
429.13,11,29.03,19.56,1,0,0,2,1339.75,1327,0.232,0.448,0
1639.19,9,16.84,4.45,0,0,0,1,283.7,1043,0.125,6.909,0
2286.32,14,38.67,10.61,0,0,0,2,1190.04,1347,0.196,2.687,0
2915.13,2,56.14,8.02,0,0,2,2,266.16,2439,0.108,15.276,0
2347.23,8,21.92,26.55,0,0,0,2,1178.25,263,0.346,2.787,0
796.56,8,66.41,33.43,0,0,0,1,1882.06,204,0.08,0.508,1
1493.03,15,15.93,16.37,0,0,0,2,1071.55,374,0.072,1.949,0
975.87,0,78.02,22.36,0,0,0,0,1295.57,1267,0.314,0.753,1
1594.41,9,82.21,11.78,0,0,1,3,1163.64,880,0.111,2.19,0
1434.34,22,5.29,6.69,0,0,0,2,1407.82,1585,0.091,1.425,0
808.43,11,12.08,11.48,0,0,0,2,227.65,2549,0.054,4.95,0
946.51,22,7.24,44.18,0,1,0,1,1963.54,325,0.183,0.578,0
210.14,21,3.71,13.19,0,0,0,1,3085.47,3307,0.287,0.082,0
3072.14,13,20.85,29.28,0,0,0,0,1130.77,1390,0.227,2.714,0
1803.63,7,37.17,9.57,0,0,0,3,820.22,1533,0.173,3.514,0
133.4,23,5.77,7.37,0,0,0,2,1217.72,2094,0.096,0.153,0
2960.64,16,4.11,9.65,0,0,0,3,4658.77,1715,0.176,1.017,0
1270.25,13,23.77,17.47,1,0,0,1,866.39,842,0.228,1.757,0
524.88,3,57.89,6.78,0,0,0,0,2695.32,2594,0.173,0.195,0
480.38,9,55.29,1.19,0,0,0,1,3967.63,139,0.155,0.145,0
673.02,18,33.1,2.96,0,0,0,0,1821.1,2512,0.44,0.369,0
527.67,8,41.94,5.39,1,0,1,1,1184.22,3581,0.119,0.534,0
603.54,3,35.83,21.23,0,1,0,1,1652.95,502,0.057,0.438,0
7336.63,0,35.44,21.56,0,0,0,0,305.82,2645,0.07,23.912,0
1941.32,19,20.83,49.56,1,0,0,1,969.66,950,0.111,2.4,0
10260.02,8,18.62,11.9,0,0,1,0,927.3,3141,0.059,11.052,0
1678.64,1,10.26,29.44,0,0,0,0,1354.56,1509,0.221,1.238,0
2390.52,1,23.73,17.91,0,0,0,1,1109.68,2137,0.235,2.583,0
555.18,6,46.66,32.85,0,0,0,2,2441.47,2446,0.559,0.318,0
1132.26,17,6.46,18.02,0,0,0,0,3326.99,1260,0.031,0.34,0
1234.37,16,32.92,7.88,0,0,0,2,2023.87,3466,0.239,0.853,0
2490.14,6,50.71,3.74,0,0,0,1,1898.55,3008,0.057,1.573,0
1274.76,2,2.52,25.11,0,0,1,3,3035.86,2539,0.154,0.672,0
1903.27,14,13.86,9.47,0,0,1,1,51.73,1412,0.088,43.314,0
1836.34,22,22.27,3.26,0,0,0,1,2636.18,2573,0.563,0.836,0
989.44,14,14.7,29.06,0,0,2,0,587.27,1261,0.307,1.682,0
892.75,12,22.3,11.27,0,0,0,4,2276.8,479,0.536,0.705,0
686.09,13,42.94,6.57,0,1,0,2,1568.11,2369,0.16,0.612,0
3953.29,10,12.39,18.03,0,0,1,2,2181.47,717,0.159,2.536,0
989.86,6,38.66,91.57,0,0,0,2,2077.35,981,0.454,0.667,0
1861.05,13,30.29,11.97,0,0,0,0,479.96,657,0.239,3.869,0
1145.33,23,63.05,9.62,0,0,1,4,1278.96,2558,0.133,1.611,0
3876.23,21,7.51,20.25,1,0,0,1,1150.71,2494,0.051,4.039,0
183.44,9,40.79,44.43,0,0,0,2,1115.75,3257,0.322,0.23,0
1813.42,6,1.22,18.56,0,0,0,0,364.45,1177,0.265,4.962,0
381.87,12,25.9,17.67,0,0,0,1,500.37,1004,0.318,0.914,0
1979.7,10,32.16,8.7,0,0,1,3,1732.58,2500,0.164,1.827,0
1156.85,1,18.72,7.16,0,1,0,0,163.84,1473,0.474,7.018,1
305.41,3,8.36,12.42,0,0,0,2,1000.28,2430,0.215,0.427,0
1877.39,20,42.85,6.97,0,0,1,2,3508.27,885,0.057,0.749,0
1676.03,21,7.28,16.95,0,0,0,0,396.06,3092,0.162,4.221,0
1062.92,20,15.76,11.26,0,0,0,3,564.25,124,0.095,3.009,0
1206.45,23,51.63,6.36,0,0,0,2,1238.93,813,0.238,1.362,0
1574.21,9,8.85,5.12,0,1,0,2,2234.19,814,0.146,0.986,0
4351.26,8,35.78,8.23,0,0,0,2,1911.76,285,0.307,3.185,0
978.16,11,8.26,19.12,0,0,2,1,574.66,2382,0.152,2.039,0
3688.71,15,9.32,32.3,0,0,0,1,5278.82,901,0.322,0.838,0
1290.2,1,7.41,50.93,0,0,0,2,4263.75,1282,0.122,0.424,0
4893.85,16,24.29,21.98,0,0,2,1,666.28,3358,0.161,8.801,0
1058.76,18,6.8,10.12,0,0,1,0,491.55,2069,0.075,2.15,0
687.92,8,11.82,17.79,0,0,0,1,783.12,2695,0.155,1.053,0
446.89,4,9.0,8.94,0,0,0,2,1092.52,74,0.413,0.572,0
1294.89,21,41.43,4.25,0,0,0,4,2506.21,1058,0.409,0.93,0
605.97,21,11.77,51.6,0,0,0,0,224.7,2471,0.255,2.685,0
5456.09,11,38.12,12.22,0,0,0,2,844.45,168,0.431,9.035,0
560.48,7,11.15,15.63,0,0,0,0,865.3,1377,0.192,0.647,0
671.81,20,31.35,2.1,0,0,1,4,1068.12,607,0.064,1.131,0
2394.87,0,35.95,8.1,0,0,0,3,2421.0,2339,0.257,1.582,0
4384.33,12,10.19,9.42,0,0,0,1,392.94,2730,0.079,13.355,0
2782.33,23,7.92,51.4,0,0,0,0,623.66,886,0.109,4.454,0
3861.01,17,50.84,20.76,1,0,0,0,1597.03,664,0.358,2.416,0
1236.18,0,14.39,41.3,0,1,0,6,2141.86,2553,0.139,1.269,0
1253.73,8,31.94,20.68,0,0,2,1,2634.81,2315,0.143,0.571,1
10014.19,7,27.83,6.02,0,1,1,3,1126.62,649,0.074,14.209,1
7260.97,14,4.72,23.25,0,0,0,0,651.97,3240,0.567,11.12,0
2735.86,21,13.52,5.22,0,0,0,0,1128.29,1890,0.383,2.423,0
4050.54,22,37.54,20.77,0,1,0,4,5991.33,1612,0.224,1.217,0
3160.65,4,6.73,3.55,0,0,0,0,1933.62,1347,0.041,1.634,0
401.03,14,20.17,3.75,1,0,0,0,3368.19,1317,0.226,0.119,0
1287.36,8,11.9,6.18,0,0,0,2,722.7,790,0.19,2.49,0
5983.58,7,18.69,15.17,0,0,0,0,605.03,548,0.162,9.873,0
2752.7,23,34.81,24.19,0,0,1,0,1107.34,869,0.292,2.484,0
1256.91,16,35.3,10.89,0,0,0,4,778.68,1699,0.07,2.902,0
6055.72,0,27.22,8.03,1,1,0,0,1328.19,175,0.122,4.556,0
1937.79,18,10.72,5.12,0,0,0,0,4842.58,1572,0.409,0.4,0
2851.44,15,5.78,13.23,0,0,0,1,1487.23,291,0.209,2.299,0
1947.95,21,6.14,25.31,0,0,0,3,775.94,1448,0.096,4.012,0
2301.15,21,18.93,14.97,0,0,0,2,4364.73,1366,0.406,0.738,0
2471.72,14,33.96,3.31,0,0,0,2,1540.3,254,0.174,2.245,0
4913.17,4,47.47,14.81,0,0,0,2,962.21,1373,0.085,7.141,1
5596.83,7,16.3,31.37,0,0,0,1,2665.55,188,0.284,2.519,0
853.13,9,11.82,36.37,0,0,0,2,761.51,463,0.317,1.566,0
1911.25,14,20.62,17.55,1,0,0,2,1356.44,1543,0.585,1.971,0
4774.33,18,112.14,38.79,0,1,0,0,619.72,1922,0.261,7.692,0
1174.32,8,70.44,20.59,0,0,1,1,446.2,2156,0.044,3.151,0
361.8,1,9.15,52.54,0,0,0,3,2337.36,3165,0.274,0.248,0
539.88,11,16.04,12.87,0,0,0,3,871.82,3372,0.251,0.99,0
578.49,8,20.03,11.71,0,0,1,1,1407.79,956,0.272,0.493,0
847.1,5,14.67,3.0,0,0,1,1,1812.14,2524,0.098,0.561,0
635.09,12,12.03,11.2,0,0,0,2,1471.34,3401,0.11,0.604,0
3748.48,8,16.5,11.72,0,1,0,1,1237.97,1400,0.22,3.631,0
1015.54,21,54.35,6.24,0,1,0,1,1038.69,852,0.075,1.172,0
4727.26,19,46.87,2.56,0,1,0,0,430.41,3049,0.243,10.958,1
432.55,22,12.39,46.07,0,0,0,2,887.77,3067,0.081,0.681,0
940.75,13,29.37,81.19,0,0,0,1,249.89,1452,0.184,4.5,0
1486.65,22,50.63,20.39,0,0,1,3,1472.61,1032,0.622,1.614,1
3012.91,15,23.03,4.97,0,0,0,0,2102.24,298,0.054,1.433,0
4203.31,4,31.88,12.14,0,0,0,3,951.42,2439,0.635,7.061,1
781.87,16,9.09,9.26,0,1,0,2,1046.09,3078,0.456,1.045,0
3617.07,21,11.49,25.6,0,0,1,4,364.97,1810,0.187,17.79,0
249.16,7,7.17,2.69,0,0,0,0,491.55,3634,0.338,0.506,0
3201.36,4,8.47,53.08,0,0,0,1,345.55,3156,0.117,11.085,0
350.35,5,14.62,13.15,0,0,0,2,2067.3,1489,0.094,0.237,0
2093.61,22,5.91,20.99,0,0,0,2,727.39,1842,0.176,4.024,0
4143.05,3,8.12,14.2,0,0,0,1,409.06,3173,0.119,12.124,0
3252.67,5,15.52,25.04,0,0,0,0,606.15,2670,0.266,5.357,0
260.04,3,24.92,13.34,0,0,0,2,467.62,1552,0.2,0.777,0
856.43,13,32.75,12.77,0,0,0,1,2149.53,3008,0.116,0.478,0
2743.34,5,3.43,17.42,0,0,0,1,2050.11,757,0.065,1.605,0
2665.89,5,4.82,13.49,0,0,0,2,475.28,426,0.231,7.836,0
1765.04,5,38.54,25.06,0,0,0,2,1917.65,2619,0.234,1.288,0
148.17,3,17.72,7.87,0,0,0,0,488.9,1401,0.066,0.302,0
4438.4,18,9.13,18.72,0,0,0,0,1615.94,401,0.039,2.745,0
5304.23,8,24.7,4.19,0,0,0,1,594.35,1623,0.364,10.691,1
1577.73,6,6.42,18.77,0,0,0,1,473.91,2873,0.223,3.987,1
1683.41,10,61.55,12.5,0,0,1,0,837.61,2732,0.256,2.007,0
2215.12,21,15.2,25.3,1,0,1,1,1126.39,2998,0.379,2.358,0
5770.09,2,21.72,6.77,0,0,0,4,1745.09,147,0.308,5.948,0
1720.82,9,7.92,3.22,0,0,0,0,1144.81,133,0.043,1.502,0
1106.35,17,8.28,15.2,0,1,0,3,1368.15,688,0.09,1.293,0
1961.61,13,21.45,21.43,0,1,0,1,532.76,1161,0.09,4.41,0
1324.63,14,20.71,14.26,0,0,1,2,688.72,1879,0.042,2.689,0
1339.76,6,14.74,28.28,1,0,0,2,4651.96,2967,0.163,0.403,1
229.1,7,40.65,10.48,0,0,0,1,747.45,3325,0.055,0.367,0
2259.35,12,32.7,13.47,0,0,0,2,582.13,1156,0.135,5.424,0
4321.92,5,19.62,15.13,0,0,0,1,480.12,2717,0.276,10.78,0
3715.89,1,47.81,4.79,0,0,0,1,722.59,2102,0.202,6.162,0
3466.81,20,13.04,9.75,0,0,0,2,3962.53,2364,0.071,1.225,0
1270.29,2,22.88,3.47,0,0,1,0,1071.46,2758,0.176,1.184,0
1549.48,11,20.21,7.15,0,0,0,0,2217.21,1777,0.143,0.699,0
4409.0,9,10.89,8.02,0,1,0,2,1216.57,3424,0.142,5.07,0
3188.65,16,27.16,12.71,0,0,0,1,5541.47,567,0.467,0.69,0
5921.57,15,21.96,41.11,0,0,0,0,534.03,1799,0.079,11.068,1
683.54,19,14.81,24.72,0,0,0,1,1906.17,166,0.198,0.43,0
679.29,21,16.79,9.23,0,0,1,1,947.43,1668,0.284,0.859,0
960.48,0,17.52,4.38,0,0,0,3,1678.12,2529,0.311,0.915,0
521.63,18,28.69,10.84,0,0,0,1,1244.7,2141,0.046,0.502,0
357.29,23,8.23,7.53,1,1,0,2,5089.39,2822,0.253,0.098,0
2140.16,18,26.17,26.72,1,0,0,2,720.33,1431,0.157,4.154,0
1999.3,23,10.93,7.43,0,0,0,1,1004.86,439,0.179,2.385,0
1713.38,14,10.59,37.8,0,0,1,0,600.37,3316,0.364,2.849,0
1907.87,3,17.66,1.0,0,1,0,4,290.95,374,0.256,11.763,0
309.91,10,29.89,29.83,0,0,0,3,1337.48,1151,0.208,0.37,0
828.77,6,17.89,13.53,0,0,1,0,1584.18,1849,0.14,0.523,0
998.78,22,45.9,13.18,0,0,1,0,894.68,1032,0.265,1.115,0
1406.0,23,4.21,3.47,0,0,0,2,1884.36,2514,0.1,1.044,0
311.14,0,23.29,13.33,0,1,0,2,3725.35,1338,0.381,0.117,0
529.65,7,27.79,9.79,1,0,0,2,820.99,1222,0.402,0.902,0
865.69,0,45.44,26.17,0,0,0,2,1212.97,1513,0.284,0.998,1
3859.47,21,7.65,26.44,0,1,0,3,2701.59,767,0.086,2.285,0
1740.4,20,5.44,13.8,0,0,0,2,1013.41,2482,0.299,2.402,0
3720.32,1,30.47,12.76,0,0,0,2,1155.86,3108,0.296,4.502,1
1185.08,21,19.38,16.38,0,0,0,1,2419.64,1287,0.076,0.587,0
1340.76,1,32.94,8.92,0,0,0,0,2487.25,3205,0.158,0.539,0
2206.31,5,65.72,14.16,1,0,0,2,1852.38,2212,0.5,1.667,0
1121.91,5,18.21,1.03,1,0,0,4,848.68,394,0.069,2.377,0
717.14,11,9.39,2.13,0,0,1,1,149.72,810,0.308,5.71,0
301.94,16,16.42,40.51,0,0,0,1,1239.02,2429,0.225,0.292,0
736.63,7,36.5,3.43,0,0,0,3,1167.69,1625,0.188,1.008,0
3090.81,22,9.99,39.64,0,0,0,1,3461.63,1392,0.298,1.071,0
4725.24,10,7.23,4.34,0,0,0,2,105.35,3233,0.236,62.203,0
618.22,6,11.25,24.22,0,0,0,0,1736.19,50,0.351,0.356,0
236.57,12,20.42,31.29,0,0,0,0,4630.49,2962,0.196,0.051,0
3383.31,2,64.22,10.24,0,0,0,3,3102.65,2006,0.416,1.744,1
1435.54,19,31.75,17.73,0,0,0,1,4366.02,2665,0.06,0.394,0
348.26,13,22.49,15.05,0,1,0,1,980.78,3183,0.536,0.426,0
59.69,1,8.13,15.69,0,0,0,1,1416.02,3632,0.191,0.051,0
511.11,14,4.18,6.95,0,0,0,2,2233.85,78,0.107,0.32,0
843.07,16,5.43,19.2,0,1,0,3,897.21,407,0.405,1.502,0
423.41,17,11.66,8.19,0,0,0,0,710.08,1938,0.59,0.595,0
2675.54,2,26.08,27.54,0,1,1,1,1153.67,306,0.042,2.781,0
594.33,2,6.97,27.29,0,0,0,1,1216.09,1127,0.191,0.586,0
1356.15,23,20.73,28.24,0,0,1,0,1392.4,3334,0.119,0.973,0
14378.5,11,17.85,58.12,0,0,0,1,683.05,1762,0.287,25.224,0
1506.37,11,43.32,15.12,0,1,0,1,1277.04,1897,0.218,1.414,0
1193.3,0,44.08,10.91,0,0,1,2,605.18,1639,0.282,2.756,0
1220.57,13,26.39,5.52,0,0,0,1,3143.22,2582,0.121,0.466,0
2614.99,15,43.06,36.51,0,0,0,4,4063.88,1586,0.127,1.158,0
2310.19,15,71.83,27.99,0,0,0,2,5745.37,1415,0.193,0.563,1
491.0,23,15.19,8.65,0,0,2,3,1851.29,3535,0.078,0.424,0
887.89,22,7.4,13.59,1,0,0,2,361.65,475,0.171,3.428,0
687.23,23,22.63,23.69,0,0,0,1,425.71,2463,0.084,1.933,0
1009.65,3,10.56,28.63,0,0,0,0,400.47,1789,0.138,2.515,0
8321.69,8,39.61,33.5,0,0,0,1,3971.98,1735,0.05,2.513,0
2483.56,11,27.9,19.56,0,0,0,2,1576.14,3027,0.234,2.205,0
1236.74,11,11.65,40.63,0,0,0,1,541.61,1623,0.049,2.735,0
4649.58,10,49.52,18.05,0,0,1,1,776.66,2076,0.08,7.175,0
1617.23,12,18.09,9.13,0,0,0,2,3454.15,2149,0.214,0.655,0
260.33,20,33.38,77.29,1,0,0,0,1017.8,461,0.165,0.256,1
7072.47,2,25.34,25.36,0,0,0,1,5265.67,277,0.202,1.611,0
1145.51,10,33.0,18.4,0,0,0,1,8675.2,1364,0.33,0.158,0
140.33,17,37.38,24.56,0,0,0,0,308.73,425,0.268,0.453,0
270.53,13,73.82,30.54,0,0,0,3,650.4,3310,0.277,0.664,0
4136.83,8,13.2,35.48,0,0,0,0,790.27,2556,0.226,5.228,0
274.95,13,29.88,7.24,0,0,0,1,1695.46,81,0.068,0.194,0
5162.75,12,1.58,28.75,0,0,0,0,1610.56,220,0.05,3.204,0
1452.51,4,28.66,7.99,0,0,0,2,2271.33,2599,0.16,0.895,0
2735.02,9,1.59,2.96,0,0,1,1,520.63,2553,0.077,6.292,0
1036.07,21,22.01,23.11,0,0,0,2,1408.15,1632,0.063,1.029,0
2260.55,10,10.52,16.35,0,0,0,0,601.69,1969,0.025,3.751,0
1838.25,10,38.72,24.04,0,0,1,2,1007.32,2162,0.27,2.552,0
1288.8,17,16.25,5.93,0,0,0,2,362.14,1588,0.356,4.969,0
461.54,11,17.99,14.8,0,0,0,0,790.98,2950,0.435,0.583,0
1917.02,11,5.45,4.64,0,0,0,1,1369.21,2629,0.31,1.679,0
217.67,22,15.43,11.28,0,0,1,1,474.2,615,0.198,0.55,0
3399.9,14,16.01,17.23,0,0,0,3,1111.72,359,0.387,4.889,0
1631.08,4,20.03,10.65,0,0,1,2,1356.39,471,0.146,1.682,0
2130.68,1,18.41,18.05,0,0,0,2,1585.93,2351,0.248,1.88,0
97.82,10,26.55,14.48,0,0,0,2,496.77,1698,0.169,0.275,0
434.53,12,40.08,5.17,0,0,0,0,1513.17,2749,0.184,0.287,0
807.73,7,20.32,2.7,0,0,0,0,4141.96,1570,0.189,0.195,0
2627.21,23,14.54,13.74,0,0,0,2,549.65,2373,0.08,6.68,0
521.75,21,10.1,32.71,0,0,0,1,1984.95,3574,0.127,0.315,0
17120.02,8,4.23,5.54,0,0,0,2,690.06,824,0.039,34.683,0
1029.35,8,41.2,27.15,0,0,0,1,1964.93,3498,0.033,0.628,0
484.93,12,45.44,1.69,0,0,0,1,1508.2,2088,0.15,0.386,0
1111.15,17,42.6,10.67,0,0,1,0,1655.74,2937,0.142,0.671,0
517.52,4,16.58,44.84,0,0,1,1,1491.29,2591,0.176,0.416,0
409.8,9,27.84,20.18,0,1,0,3,4417.35,1319,0.247,0.148,0
3681.15,4,30.86,28.47,0,0,0,1,3765.75,3409,0.053,1.173,0
2237.78,20,3.56,19.5,0,0,0,2,714.76,1204,0.025,4.377,0
2244.29,20,20.66,14.21,0,0,0,1,420.71,2105,0.012,6.386,0
4801.83,14,38.48,30.54,0,0,0,2,838.45,1462,0.181,8.008,0
2179.11,11,23.58,37.19,0,1,0,2,1527.86,3578,0.371,1.995,0
460.63,0,49.74,9.98,0,0,2,4,1582.91,1257,0.299,0.523,1
2720.7,5,8.87,18.48,0,0,1,3,1097.52,3473,0.21,3.963,0
434.15,12,28.5,8.65,0,0,0,0,935.8,1959,0.451,0.463,0
830.44,12,24.36,12.32,0,0,0,1,1112.65,1298,0.356,0.895,0
1279.57,2,33.23,10.73,0,0,1,1,1262.23,3144,0.454,1.216,0
1156.11,18,1.28,20.89,0,0,0,3,2469.85,2167,0.187,0.749,0
223.37,10,25.15,39.79,0,1,0,1,2452.05,3606,0.154,0.109,0
508.97,15,52.98,18.97,0,0,0,2,1888.68,1056,0.171,0.377,0
1309.62,6,13.88,27.78,0,0,0,0,1290.58,2398,0.155,1.014,0
727.28,12,5.75,12.18,0,0,1,3,1503.6,3125,0.124,0.773,0
4130.93,23,26.84,10.01,0,0,0,0,1890.69,1807,0.23,2.184,0
4902.43,15,26.65,17.49,0,0,0,2,1196.98,2391,0.122,5.729,0
436.86,21,47.8,0.54,0,0,0,1,1638.27,2588,0.142,0.32,0
1421.91,16,10.13,17.35,0,0,0,3,1041.75,1885,0.18,2.182,0
6520.57,4,38.08,3.11,0,0,0,3,1216.48,2039,0.252,8.569,0
1171.2,13,24.1,7.14,0,0,0,2,1165.83,2596,0.075,1.405,0
891.6,18,30.81,18.68,0,1,0,7,1556.0,3575,0.268,1.374,0
3165.99,7,25.88,6.86,0,0,0,3,489.65,2191,0.378,10.324,1
1018.21,3,10.56,4.16,0,0,0,0,918.04,930,0.244,1.108,0
4773.67,18,26.11,16.63,0,0,0,3,2548.62,35,0.095,2.996,0
738.97,15,10.21,24.9,0,1,0,1,1758.25,2191,0.23,0.504,0
833.32,15,11.1,17.76,0,0,1,0,603.68,589,0.327,1.378,0
2951.76,10,16.12,4.81,0,0,0,3,4469.31,1836,0.253,1.056,0
1481.11,2,14.82,3.56,0,0,0,0,416.77,1827,0.178,3.545,0
1492.8,12,23.96,22.49,0,0,0,3,574.01,400,0.186,4.154,0
198.48,11,2.89,30.85,0,0,1,0,1520.71,3122,0.133,0.13,0
940.66,21,21.9,27.29,0,0,0,1,2945.05,2151,0.134,0.383,0
3178.1,2,2.8,20.83,0,0,0,3,2128.84,131,0.105,2.387,0
611.73,10,36.79,21.47,0,0,1,3,1655.69,3451,0.03,0.591,0
2699.08,12,2.07,26.31,0,1,0,2,1593.99,2383,0.344,2.369,0
1751.08,4,19.99,25.35,0,0,0,0,702.95,1799,0.054,2.488,0
1096.95,17,14.17,29.74,0,1,0,5,506.45,96,0.255,4.323,0
5206.98,12,47.67,33.65,1,0,1,0,3137.39,906,0.131,1.659,0
953.52,5,43.28,0.66,1,0,0,2,464.87,290,0.116,2.865,0
1022.34,14,45.42,8.91,0,0,0,0,1108.66,2167,0.296,0.921,0
1084.49,21,8.9,23.53,0,0,0,0,1317.19,1099,0.319,0.823,0
1451.75,5,12.42,6.06,0,0,0,0,2765.03,2325,0.153,0.525,0
2884.07,14,18.66,13.53,0,0,0,2,762.19,785,0.133,5.291,0
307.18,3,20.47,7.28,0,0,0,1,1115.67,1672,0.179,0.33,0
3190.86,14,17.13,4.58,0,0,0,1,296.29,770,0.035,12.88,0
1433.82,17,13.42,17.69,0,0,0,1,1134.1,703,0.171,1.516,0
2330.96,17,26.37,48.0,0,0,1,0,1261.29,3311,0.145,1.847,0
14644.94,7,26.41,38.39,0,1,0,0,1177.55,1854,0.059,12.426,0
802.99,20,19.58,13.92,0,1,0,0,1173.82,1892,0.358,0.684,0
393.6,15,5.01,19.85,0,0,0,0,6372.25,1713,0.112,0.062,0
1625.87,20,32.17,9.09,0,0,1,1,1048.27,852,0.29,1.859,0
1904.87,7,26.3,34.24,0,0,0,0,1334.36,135,0.069,1.426,0
3202.25,13,10.23,2.78,0,0,0,5,911.64,2631,0.314,7.018,0
781.82,5,34.49,19.84,0,0,1,2,1062.49,1097,0.074,1.029,0
584.0,19,10.44,10.55,0,0,1,2,738.8,1452,0.37,1.105,0
289.17,2,31.55,11.97,0,0,0,0,885.31,1209,0.148,0.326,0
341.21,13,50.46,15.88,0,0,0,3,1657.27,2603,0.151,0.329,0
883.63,22,19.65,35.58,0,0,1,0,3577.36,1272,0.118,0.247,0
1192.03,6,13.21,28.12,0,0,0,4,934.04,3197,0.198,2.295,0
10563.23,16,7.66,5.04,0,0,0,0,3324.01,2017,0.448,3.177,1
246.51,2,24.11,8.57,0,0,0,1,3944.49,3544,0.113,0.075,0
1873.2,2,11.78,19.26,0,0,0,2,3031.05,2145,0.292,0.865,0
648.11,9,19.13,12.09,0,1,1,2,3132.44,2516,0.118,0.29,0
1673.83,2,9.79,16.27,0,0,0,3,496.33,1900,0.182,5.385,0
770.29,2,7.56,21.5,0,0,0,1,399.48,2964,0.114,2.308,0
3772.09,3,12.36,17.77,0,0,0,2,680.75,2569,0.18,7.746,0
3748.8,5,15.31,14.23,0,0,1,0,2235.82,2504,0.09,1.676,0
1196.19,11,24.85,32.62,0,0,0,1,891.03,236,0.231,1.609,0
5648.31,2,9.28,6.56,0,0,1,2,5137.04,1675,0.225,1.539,1
2864.38,10,31.97,20.13,0,0,0,3,3107.05,1319,0.24,1.475,0
5391.39,12,22.1,18.35,0,0,0,1,1437.32,1041,0.164,4.498,0
1282.88,16,53.58,24.78,0,0,1,0,1692.23,147,0.223,0.758,0
3469.61,13,14.85,21.22,0,0,0,1,1742.47,2111,0.139,2.388,0
621.25,15,23.07,12.3,0,0,0,4,1198.02,2080,0.141,0.933,0
561.35,4,13.47,4.2,0,0,0,0,590.69,1566,0.163,0.949,0
11846.95,19,9.49,17.25,0,0,0,2,2472.9,2155,0.282,6.704,0
452.2,4,35.06,16.54,0,0,1,0,2333.4,2559,0.33,0.194,0
866.01,7,7.85,24.64,0,0,0,1,875.06,2890,0.216,1.186,0
200.74,4,16.14,11.52,0,0,0,2,842.52,3200,0.106,0.333,0
574.87,20,81.28,16.56,0,0,1,1,378.16,718,0.31,1.819,0
495.6,15,7.96,14.29,0,1,0,4,236.13,2548,0.104,3.762,0
685.2,15,34.42,34.91,0,0,0,2,462.45,1800,0.03,2.07,0
1807.83,6,10.42,4.66,0,0,0,1,1174.69,1085,0.098,1.845,0
2300.85,5,25.25,2.22,0,0,1,1,1461.92,1155,0.32,1.887,0
489.41,6,16.21,36.1,0,0,0,1,1353.88,1885,0.075,0.433,0
608.1,22,19.26,22.73,0,0,0,1,3292.34,270,0.231,0.222,0
3958.06,12,22.36,34.47,0,0,0,3,1129.88,2964,0.177,5.6,0
7370.89,19,26.72,15.19,0,0,0,0,837.1,1005,0.268,8.795,0
4702.82,18,44.89,19.94,0,0,0,1,2855.91,1201,0.182,1.975,0
258.18,1,11.5,2.97,0,0,0,3,1423.66,1947,0.241,0.29,0
4400.21,16,37.84,15.0,0,1,1,0,1025.87,2116,0.136,4.285,0
8550.02,15,33.24,15.69,0,0,0,1,1099.98,1723,0.293,9.319,0
245.69,4,9.08,9.24,0,0,0,1,1692.03,1640,0.099,0.174,0
3954.86,12,33.71,19.73,0,0,1,1,1918.81,1454,0.146,2.472,0
1677.76,9,16.68,54.28,0,0,0,0,2398.57,1468,0.067,0.699,0
965.71,21,23.03,10.0,0,0,1,1,1734.67,2117,0.174,0.668,0
1489.48,21,7.66,11.54,0,1,0,0,1767.29,2328,0.126,0.842,0
2086.54,9,5.43,1.3,0,0,0,1,1033.32,1091,0.205,2.421,0
4262.39,3,13.33,0.42,0,0,0,2,829.04,1830,0.298,7.189,0
4048.15,7,21.58,28.87,0,0,0,3,2575.59,1100,0.287,2.514,0
296.8,19,14.17,21.71,1,1,1,2,659.87,1427,0.578,0.629,1
700.17,0,17.5,10.09,0,0,1,2,925.46,3206,0.164,1.058,0
1470.81,6,23.83,53.42,1,0,0,0,715.4,2493,0.257,2.053,0
6452.47,6,12.59,8.82,0,0,0,2,705.73,3249,0.253,12.782,0
87.58,15,11.47,15.24,0,0,0,0,970.21,2882,0.218,0.09,0
727.17,16,12.66,29.98,0,0,1,3,1223.53,3194,0.274,0.95,0
290.65,3,8.49,5.29,0,0,0,0,375.96,2518,0.24,0.771,0
340.57,8,19.03,30.29,0,0,0,1,2701.69,789,0.155,0.151,0
3589.38,14,28.49,14.66,0,0,0,0,1959.99,1494,0.422,1.83,0
786.91,23,24.06,16.73,0,0,0,0,893.86,1980,0.175,0.879,0
129.84,16,4.08,20.76,0,1,0,1,566.97,807,0.084,0.274,0
1143.17,23,23.68,29.38,0,0,0,1,1199.74,1683,0.161,1.142,0
10258.48,22,2.75,21.55,0,0,0,0,1931.72,1789,0.252,5.308,0
219.93,17,24.75,8.97,0,0,1,6,1429.73,3301,0.192,0.338,0
